index	track_id	track_name	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	playlist_genre	playlist_subgenre	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	language
96	02rbSCTm2smTIZ6d8im2NP	This Is How We Party (with Icona Pop)	R3HAB	60	43qpL2ImleGrgxCEHLAA4p	This Is How We Party (with Icona Pop)	2019-02-08	Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass	0FCHg9zJMNNiOokh3hVcxd	edm	progressive electro house	0.802	0.8029999999999999	4	-5.428	1	0.153	0.0572	1.06e-06	0.26899999999999996	0.33899999999999997	118.99700000000001	147605	en
97	02SUyCzxfqllXeEUqVNMVv	Tokyo	Lianne La Havas	46	1Fh5Y8ldo4PIW8Ija51BRK	Blood	2015-07-31	Neo-Jazz Soul RnB & Afro	48AzM7l4M02DBYd2N3IFLP	r&b	neo soul	0.616	0.624	4	-9.128	0	0.0358	0.306	0.0144	0.379	0.304	87.99	269053	en
98	02tvc9CFnTyHuSRlGeNv9w	Corduroy Dreams	Rex Orange County	75	32wYrmt3fg2c8maA80Ioc2	Bcos U Will Never B Free	2016-11-07	indie poptimism	1E5VdGGWkpDQ682gdvJAZH	pop	indie poptimism	0.61	0.305	4	-14.037	1	0.053	0.653	0.0	0.10300000000000001	0.222	113.818	206975	en
99	02uRToy7bttYcKCO3vIStA	Hit That Jive	Gramatik	55	4NyU7oAsBsOvTAH2vnYPem	SB2	2009-12-09	Electro Swing	3Dr4NKbsFQ2m7tmPxGRroO	edm	electro house	0.8959999999999999	0.684	1	-6.099	1	0.0731	0.0461	0.051	0.16399999999999998	0.6859999999999999	99.995	203051	en
100	02UYYPOGSBXxGEMce927XV	Nobody (feat. Athena Cage) - Single Version; 2007 Remaster	Keith Sweat	45	6GXk2hxl4q5GoPHarlUet8	The Best of Keith Sweat: Make You Sweat	2004-01-13	Back in the day - R&B, New Jack Swing, Swingbeat, RNB..etc.	3a9y4eeCJRmG9p4YKfqYIx	r&b	new jack swing	0.7120000000000001	0.511	9	-8.753	0	0.0297	0.397	0.0	0.483	0.41200000000000003	117.896	251760	en
101	02WVK9TPtjSOcmy9cDkd5D	Go to Hell	Alice Cooper	38	040ZtZ1HRgoHRruJtI4IAh	Goes To Hell	1976-01-01	70s Hard Rock	6pZlZ20vt3aDjIKw98aBtQ	rock	hard rock	0.374	0.6629999999999999	11	-13.454	1	0.11699999999999999	0.0055899999999999995	0.00976	0.35700000000000004	0.519	166.112	315707	en
102	02XnQdf7sipaKBBHixz3Zp	Paparazzi	Lady Gaga	69	1qwlxZTNLe1jq3b0iidlue	The Fame	2008-01-01	BALLARE - رقص	1CMvQ4Yr5DlYvYzI0Vc2UE	pop	post-teen pop	0.762	0.6920000000000001	5	-3.9730000000000003	0	0.0438	0.113	0.0	0.094	0.397	114.906	208307	en
103	02Y5MRZD7AsElSRxsQtQzw	Jet Airliner - Remastered 2017	Steve Miller Band	33	0BrWPR65e6OpUPdsMOqTSP	Ultimate Hits	2017-09-15	Classic Rock Playlist.	7CESj1xKbxdArRzloygvkl	rock	classic rock	0.511	0.857	0	-7.54	1	0.0402	0.0818	0.0	0.473	0.722	121.516	215966	en
104	02Yq8TMuecXONAjkORNJNM	Say It	Flume	57	3zXR5GOXPq0Uc7tWC9fO3X	Skin	2016-05-27	Trap Nation 🔊	5aPwKjwNHr6dnCejLcPTVx	rap	trap	0.59	0.531	3	-6.827999999999999	0	0.0326	0.0704	3.01e-06	0.0623	0.266	75.11399999999998	262521	en
105	0363w3IUcO4cJMsAFLpfLY	Faith - Radio Edit	Blasterjaxx	0	1IZUFYTXNbjkzgawT7cFpM	Faith	2013	Gym (Melbourne Bounce/Progressive House)	5BqOZpVEqRDfZScvW1QUyA	edm	progressive electro house	0.672	0.6920000000000001	9	-6.566	0	0.0486	0.00636	0.00231	0.187	0.67	128.009	183067	en
106	036GQb6SETOJJG8BxJTNxc	Chloe (You're the One I Want)	Emblem3	51	4rA1y7l62I627A69JFG1Vk	Nothing To Lose (Deluxe Version)	2013-07-26	Post pop teen	222nc9tKxKhfZ2GBrOpwH3	pop	post-teen pop	0.71	0.925	0	-3.3289999999999997	1	0.0359	0.039	0.0	0.127	0.93	118.024	222987	en
107	037yW9RzsLze4OmBYmcH4G	Save My Night - BlasterJaxx Remix	Armin van Buuren	16	16AD0yLkUKcp2FBtXKOE9j	Save My Night (BlasterJaxx Remix)	2014-03-10	Fitness Workout Electro | House | Dance | Progressive House	6KnQDwp0syvhfHOR4lWP7x	edm	electro house	0.6859999999999999	0.9059999999999999	8	-4.886	1	0.0475	0.00196	0.745	0.052000000000000005	0.165	129.972	326827	en
108	038k4V2bjaAQsfpYV7V9WP	Where I Won't Be Found	Seven Lions	37	45MGiwMPGZsqCmOFT0WXaG	Where I Won't Be Found	2017-06-05	Pop EDM	5EgzhnSirHRvu1AqlFLllv	edm	pop edm	0.568	0.767	0	-3.634	1	0.0461	0.0919	0.0	0.3	0.275	129.931	180938	en
110	03b1NUHnoavfpLLKcEMfIb	Go Getta	Jeezy	50	4slt7bfeNHSJUOMVtuIdxP	The Inspiration	2006-01-01	Southern Hip Hop	4lcyWQDOzPfcbZrcBI3FOW	rap	southern hip hop	0.397	0.74	3	-6.584	0	0.14300000000000002	0.105	0.0	0.15	0.431	174.03900000000004	229347	en
112	03ejfFAbwrrANbH4fZzF0W	melancholyism.	Super Whatevr	46	1Umawe3NueijnMkEGiQwZV	melancholyism.	2020-01-07	The Pulse of Indie Poptimism	5qFXOOxrQVyS4UCq3UilZN	pop	indie poptimism	0.44	0.652	0	-6.2010000000000005	0	0.079	0.0357	0.000136	0.0587	0.5	93.353	188107	en
113	03GzYByXsXHcoEAxjsWv9G	Slow Motion	Color Me Badd	21	17mrdLXkhmlY36jRm9cUbw	C.M.B.	1991-07-23	Ultimate Throwbacks Collection	1dsaMvnC1hXPCNGC4aVtjj	r&b	new jack swing	0.7829999999999999	0.885	6	-7.747000000000001	0	0.0648	0.0053100000000000005	0.752	0.0435	0.941	92.042	265667	en
114	03jdl5GTBhKsgB1Yw8mVPh	In Between	Beartooth	64	7dh7xmoU6FjAIQgrBbltXV	Disgusting	2014-06-10	Workout Hard Rock	4TG1lzMD9HFvZ9E1Bk6Gnu	rock	hard rock	0.462	0.972	7	-2.642	0	0.138	0.00285	0.0	0.6659999999999999	0.449	128.092	213576	en
116	03LhreaNy6FWQxSxTX9u9H	Watch Me Dance	Tom Misch	37	5zAiufzCS4SXV7fHNSJPm9	Reverie	2016-07-15	Neo Soul / Modern Jazz / Smooth Hiphop	07SNJ4MwYba9wwmzrbjmYi	r&b	neo soul	0.7709999999999999	0.29	10	-13.413	0	0.0341	0.32299999999999995	0.0316	0.0645	0.192	118.00299999999999	303586	en
118	03PpdID0NKPVUrRtHybsE1	California	DJ Quik	11	3Sgx7tzi4KftJwRJEQ91Ye	Trauma	2009-08-04	Southern California Hip Hop Primer	206vi9Q0p3juAU73flxPsz	rap	southern hip hop	0.917	0.745	2	-3.012	0	0.266	0.0967	0.0	0.0839	0.759	98.927	195800	en
119	03ShCBJrWXSp3vogMeCIxz	Switch	Afrojack	54	7JwpOIArdc9tgXBuyNewRx	Switch	2019-04-26	Pop Dance Hits	7eERKCkgNKCCx5GYdeMIZf	pop	dance pop	0.768	0.6759999999999999	11	-6.252000000000002	1	0.138	0.174	0.00021	0.152	0.61	109.96	173340	en
120	03sno6MIkoVX5eC4pRKMzr	Stranger	MOTHXR	49	7glwvxou64yQXBiZALusEH	Centerfold	2016-02-26	The Pulse of Indie Poptimism	5qFXOOxrQVyS4UCq3UilZN	pop	indie poptimism	0.603	0.688	8	-5.515	1	0.0358	0.0117	0.75	0.0941	0.561	94.991	195000	en
121	03SrVtN1UcstvinRAjrfff	How Ya Like Me Now - Longer Version	Kool Moe Dee	19	677WnA3Tp9d4woC621eMnj	The Greatest Hits	1993-08-18	New Jack Swing	4nX6BscFtR1CozSCfv2cuR	r&b	new jack swing	0.873	0.8590000000000001	1	-9.225	1	0.105	0.0036899999999999997	0.000973	0.0933	0.542	104.196	337027	en
122	03taJRQ6nyzYWac6HDysMh	Hoops - Acoustic	JONES	47	6r5te91lLNYxCXzlEB7LA2	Hoops (Acoustic)	2016-01-20	urban CONTEMPORARY	1nFfDHtp8RY3obgen8KODl	r&b	urban contemporary	0.74	0.198	11	-6.787000000000001	0	0.033	0.884	0.0	0.107	0.19	120.03200000000001	206062	en
123	03teNQu8rWlFnNzF1ULXIq	Starstruck	Christopher Wilde	55	3FmqQtzrqovhBNjJfqTjsx	StarStruck	2010-01-01	post teen pop	45AKTTGQEfYgAyidW5hucn	pop	post-teen pop	0.555	0.8	0	-4.835	1	0.0776	0.0353	0.0	0.0783	0.8009999999999999	174.007	175027	en
124	03tqyYWC9Um2ZqU0ZN849H	No Hands (feat. Roscoe Dash & Wale)	Waka Flocka Flame	74	6MQtWELG7aRX7CkAzQ6nLM	Flockaveli	2010-10-01	Hip-Hop Drive	37i9dQZF1DWUFmyho2wkQU	rap	hip hop	0.76	0.595	1	-6.3660000000000005	1	0.0391	0.0054399999999999995	0.0	0.24100000000000002	0.361	131.497	263773	en
126	03vri3F9DxZ5QVZ5LWsgn1	CAN YOU HEAR ME NOW?	Bishop Briggs	52	10XDik8bnbbPTfpO05tjwx	CHAMPION	2019-11-08	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	1VnvyBDqoV5TCZAnXYferL	rock	permanent wave	0.718	0.581	7	-6.285	1	0.10300000000000001	0.00455	5.16e-05	0.0726	0.406	100.98700000000001	179440	en
128	03WsrEB8eyCeUfvRxGP5JX	Down 4 Whateva	Nuttin' Nyce	24	5G91BlbUCYgydOiC47AkTs	Down 4 Whateva	1993	90's NEW JACK SWING	0dmInkymNnOTWvEFamSNzb	r&b	new jack swing	0.688	0.7190000000000001	11	-6.037999999999999	1	0.0582	0.0363	1.29e-06	0.297	0.653	97.75	287867	en
129	03yOjwHoOPDlTUg0NRxN6t	Cemetry Gates - 2011 Remaster	The Smiths	52	5Y0p2XCgRRIjna91aQE8q7	The Queen Is Dead	1986	I didn’t know perm stood for permanent (wave)	3e6gYPyrTbaB8BWgSHCt5j	rock	permanent wave	0.55	0.7959999999999999	7	-7.0070000000000014	1	0.0306	0.151	0.0	0.222	0.622	105.354	161040	en
130	03yUFstSdQheHSdqQRWlmr	I Don't Wanna	Aaliyah	0	1yO7FNYr1sora5NVTLwDPn	Ultimate CD2	2003-02-12	Ultimate Throwbacks Collection	1dsaMvnC1hXPCNGC4aVtjj	r&b	new jack swing	0.706	0.522	9	-7.385	0	0.0352	0.546	0.0	0.276	0.684	130.034	256560	en
131	03ZDwfZKhjHLqk9tIzd2KB	Die To Live	Volbeat	50	700dWAqcIsUkNJ1WN1XPT5	Rewind, Replay, Rebound (Deluxe)	2019-08-02	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	1VnvyBDqoV5TCZAnXYferL	rock	permanent wave	0.42100000000000004	0.968	9	-2.931	1	0.14400000000000002	0.0158	0.6559999999999999	0.35100000000000003	0.355	186.095	182960	en
132	03ZIYIkSXFEe8eKeG6qzE8	The Air Near My Fingers	The White Stripes	1	0rRNLpdA8nA8Sm8Fk490b9	Elephant	2003-04-01	Blues Rock	56dbowk1V5ycS5jW7DSvi5	rock	classic rock	0.469	0.735	7	-7.011	1	0.0395	0.32299999999999995	6.35e-05	0.3720000000000001	0.39899999999999997	93.92399999999999	220347	en
133	03zYFtluA21jFWQVPMbUYO	Only for the Weak	In Flames	63	1aK0ZfM3mY983J4cKoTHfy	Clayman (Reissue 2014)	2000-07-03	Hard Rock Workout!	5nQrMpkyWmxPX0gk74htMk	rock	hard rock	0.45799999999999996	0.909	0	-4.414	0	0.0446	2.32e-06	0.758	0.28300000000000003	0.49	105.007	295227	en
134	042wd4CrF4WTAwiKs0F7Ve	First World Problemz / Nobody Carez	Brent Faiyaz	52	5Bp1EX2ypdFnJ5IUyiRl8w	Sonder Son	2017-10-13	Neo-Jazz Soul RnB & Afro	48AzM7l4M02DBYd2N3IFLP	r&b	neo soul	0.5820000000000001	0.502	3	-11.052999999999999	0	0.102	0.259	0.00037799999999999997	0.16	0.555	85.62899999999998	350549	en
135	044fQJmT2fZUYcA3BnaOL2	I Can't Wait	Nu Shooz	2	11N1EkkhbkBS2awMJ7mY4W	Son Of Rambow (Music From The Motion Picture)	2007	80s Pop & Rock Hits and Album Tracks	0XOIK4m26aeYSD61E5nSVW	rock	album rock	0.774	0.787	7	-6.109	0	0.0555	0.22699999999999998	0.00234	0.124	0.956	103.69	220386	en
136	044qU7kwVZaDwzWnRsmVVL	I Dare You	The xx	63	2PXy9USZAoTSdtrxfkPBnl	I See You	2017-01-13	Music&Other Drugs	5jROYSZSL7cO0jGAqkPx7C	pop	indie poptimism	0.752	0.5429999999999999	1	-9.482999999999999	1	0.0398	0.623	0.0706	0.107	0.282	126.001	233280	en
137	045sp2JToyTaaKyXkGejPy	Fake Plastic Trees	Radiohead	70	500FEaUzn8lN9zWFyZG5C2	The Bends	1995-03-28	②⓪①⑨ mixed	2bOjjgN1S3Gqd8vSMyafvJ	rock	permanent wave	0.45399999999999996	0.22899999999999998	2	-12.592	1	0.0297	0.16699999999999998	0.102	0.20199999999999999	0.134	73.55199999999998	290707	en
138	047fCsbO4NdmwCBn8pcUXl	Marvins Room	Drake	74	6X1x82kppWZmDzlXXK3y3q	Take Care (Deluxe)	2011-11-15	PROJECT: Contemporary	6HaCi9bqaiuSZEDfCEmwyo	r&b	urban contemporary	0.4920000000000001	0.26	9	-17.340999999999998	0	0.0921	0.6459999999999999	0.0017800000000000001	0.0705	0.312	111.51899999999999	347227	en
139	049NJ23pZOBKj9GNJUgd60	Beautiful Trauma - MOTi Remix	P!nk	29	6i4PVEcBce6zb0eVfpx5K3	Beautiful Trauma (The Remixes)	2018-01-12	Pop EDM Remixes	4aUEH3uhbofktrFkXOOaKj	edm	pop edm	0.721	0.747	7	-7.02	1	0.079	0.0154	4.01e-05	0.175	0.248	125.94	209778	en
140	04aAxqtGp5pv12UXAg4pkq	Centuries	Fall Out Boy	79	022DrG7Wp2PSCwzuD0bSzT	American Beauty/American Psycho	2015-01-20	Dr. Q's Prescription Playlist💊	6jAPdgY9XmxC9cgkXAVmVv	pop	post-teen pop	0.39399999999999996	0.858	4	-2.8680000000000003	0	0.0729	0.00359	0.0	0.102	0.56	176.044	228360	en
141	04b5l1WOlEonBLK2qTZrUV	Dancewitme	Maxwell	36	2k5YAxjmAD3DmYtmlrY64p	Maxwell's Urban Hang Suite	1996-04-02	Neo Soul	2YPP7fiYu5pIcp2yyHvw4A	r&b	neo soul	0.7120000000000001	0.616	11	-6.687	0	0.0464	0.16	0.435	0.039	0.698	98.094	375000	en
142	04BZvpVvpJKPWXVfnWr6a3	Grateful (Neon Feather Remix)	Cade Thompson	33	5dcQET2nIhMNJxVLrZ1CyX	Grateful (Neon Feather Remix)	2018-08-24	Christian Dance Party	37i9dQZF1DWUUPO0Sbx2CM	pop	dance pop	0.48	0.9620000000000001	11	-3.86	1	0.183	0.0059299999999999995	3.44e-06	0.423	0.6579999999999999	100.037	142723	en
144	04g1aQFzaegB7ovWaMMIzz	Congratulations - Don Diablo VIP Mix	Don Diablo	51	4PFXME1mmhj54RxWMxH5UX	Congratulations (Don Diablo VIP Mix)	2020-01-17	Electro House Top Tracks	1G0q0NK7g3C0XerNqq7GbL	edm	electro house	0.818	0.879	7	-4.677	0	0.205	0.0912	0.00561	0.14	0.256	123.98	195484	en
145	04Glred2wGdSNH11Qh4EDe	This Is Love	PJ Harvey	51	0hBWhJEmVyNPG2Jq71CJXz	Stories From The City, Stories From The Sea	2000-01-01	Permanent Wave	5Go0Jsxj1UnsU7Om841BEo	rock	permanent wave	0.59	0.685	0	-5.216	1	0.0282	6.579999999999999e-05	3.0799999999999996e-05	0.165	0.425	112.411	226667	en
146	04gQHzS8FLPoNdnRKw4jDJ	Wow, I'm Not Crazy	AJR	56	02tIakRsIFGW8sO4pBtJgj	Neotheater	2019-04-26	2019 in Indie Poptimism	16RNbqnNCCLlBJti7JU5nc	pop	indie poptimism	0.284	0.609	3	-6.0329999999999995	1	0.12300000000000001	0.0438	0.0	0.177	0.521	85.38600000000002	196763	en
147	04gYIUXKUVY2bZhawtyxD0	Where Angels Fear To Tread - Single Version	Mustasch	43	1pvln8yfuzgdlhpzHLwWnT	Where Angels Fear To Tread	2019-06-07	Hard Rock	37i9dQZF1DX1X7WV84927n	rock	hard rock	0.7509999999999999	0.872	2	-5.307	1	0.0686	0.0027	0.16899999999999998	0.537	0.556	135.94899999999998	211762	en
148	04hFLMBiGOrTeuZBVnCGhh	Northern Sky (feat. Kb)	Capital Kings	0	7C9DgxjL8vU2yjdZqhVMaz	II	2015-10-02	CHRISTIAN ELECTRO / DANCE / EDM	0MhTMIo1bgH6zzPh7BdChT	edm	progressive electro house	0.662	0.9640000000000001	7	-2.792	1	0.0745	0.006220000000000001	0.0	0.0796	0.392	144.964	207453	en
150	04JbHAAn3uqbfnx6ptFyaK	No Rest for the Wicked - Robin Schulz Remix Edit	Lykke Li	47	1SrvubPy1Dg2BWJyTMcmgr	Prayer	2014-09-16	Chillout & Remixes 💜	4NlAd9NpIa92IjErMyAriM	pop	indie poptimism	0.65	0.903	11	-5.045	0	0.0381	0.000259	0.156	0.905	0.545	119.99799999999999	201040	en
152	04KsMCb9PZE2S0AtUU8Jhb	April Showers	Proleter	56	5se7J0zVDdu3lH5dcw3ael	Curses from Past Times EP	2011-11-22	Electro Swing	3Dr4NKbsFQ2m7tmPxGRroO	edm	electro house	0.8009999999999999	0.546	11	-7.256	1	0.132	0.28	0.929	0.141	0.902	94.0	275751	en
153	04KTF78FFg8sOHC1BADqbY	Hot In Herre	Nelly	71	4HUUHHXBXImwksfbSPqE7q	Nellyville	2002-06-25	90s-2000s Southern Hip Hop / Crunk	5wsWBmQgDtKa8CEg7wTEMi	rap	southern hip hop	0.956	0.745	11	-4.753	0	0.12	0.20600000000000002	0.0	0.0615	0.912	107.075	228240	en
154	04MKRNwoX7TqQkA0ZrtMbC	Rearranged	Killstation	37	2xy8JxxHnJPGtig5v1sBlA	Rearranged	2018-02-08	< DARK TRAP >	19WuHd4MxWLzE1fpMmw4S4	rap	gangster rap	0.512	0.44	1	-7.816	1	0.233	0.00386	3.11e-06	0.233	0.132	207.99200000000002	86805	en
155	04MLEeAMuV9IlHEsD8vF6A	No Stylist	French Montana	76	0DMvfJWc1DjSbmnJF1NW1o	No Stylist	2018-09-20	Hip-Hop Mixtape	37i9dQZF1DWVdgXTbYm2r0	rap	hip hop	0.765	0.7040000000000001	5	-4.5889999999999995	0	0.127	0.0215	0.0	0.22699999999999998	0.498	147.055	192172	en
156	04MNKrAnzrHDUzuXAtNoLr	Live And Let Die	Guns N' Roses	9	4L5pz06MVlsWaTEjSQPN8h	Use Your Illusion I	1991-01-01	This Is Guns N' Roses	37i9dQZF1DX74DnfGTwugU	rock	album rock	0.262	0.7929999999999999	11	-8.668	1	0.0646	0.00968	0.08	0.115	0.247	152.447	183973	en
157	04o1cc3SZKXhAGFugDUHMx	Ocean Drive - Michael Calfan Remix	Duke Dumont	1	5tkzAZ2p0ZgPf8a2G8VVY8	Ocean Drive (Remixes)	2015-08-31	EDM - pop remixes	0cvVad4XizGbOS0vlwZYS5	edm	pop edm	0.755	0.698	8	-6.85	0	0.0483	0.0566	0.0166	0.11199999999999999	0.81	122.984	285000	en
158	04pjfS3YIK6gXjxi1zHeZa	Legends Never Die (feat. Against the Current)	League of Legends	10	0o8eTz3nX1F9D8QzmbFZCv	Legends Never Die (feat. Against The Current)	2017-09-15	Electrónica, Progressive House, Electro House y más 🎧	0o5gKmuET7F3lQnpFxvPO8	edm	progressive electro house	0.498	0.598	4	-6.638	0	0.0377	0.007859999999999999	0.0	0.111	0.0573	140.078	235000	en
159	04Rz403IY7QUqgfrTWX6OU	Da Graveyard	Big L	50	7xvBUHu5jJ7X0wdRHudLFD	Lifestylez Ov Da Poor & Dangerous	1995-03-28	90s Hiphop / Gangsta Rap	5yGuoOwRQF3o8NVRRlvCj7	rap	gangster rap	0.813	0.757	1	-5.358	1	0.35600000000000004	0.516	0.0	0.363	0.6459999999999999	92.99600000000001	323760	en
160	04sN26COy28wTXYj3dMoiZ	Bored	Billie Eilish	76	4iyJ8i3eKbez8JXDbsHIdZ	Bored	2017-03-30	urban CONTEMPORARY	1nFfDHtp8RY3obgen8KODl	r&b	urban contemporary	0.614	0.318	7	-12.695	1	0.0478	0.8959999999999999	0.0023899999999999998	0.0795	0.11199999999999999	119.959	180933	en
161	04so2YoeEkrKTfmgoYRmvw	Lying We're Fine	Leonell Cassio	42	5iy6Up6sczFRCMQkgkwYaS	Lying We're Fine	2019-11-01	2010 - 2011 - 2012 - 2013 - 2014 - 2015 - 2016 - 2017 - 2018 - 2019 - 2020 TOP HITS	2DjIfVDXGYDgRxw7IJTKVb	edm	pop edm	0.644	0.525	6	-6.7620000000000005	0	0.0298	0.0583	1.03e-06	0.20600000000000002	0.245	102.006	178835	en
162	04VArZKHm1xesMxqnsutDY	I'm Dreamin'	Christopher Williams	55	3N1GCkG6Z5Rs4Qy1iwnIEB	New Jack City (Music from the Motion Picture)	1991-03-05	New Jack Swing	3ykXidKLz1eYPvuGoFlD1e	r&b	new jack swing	0.7879999999999999	0.745	6	-9.342	1	0.0581	0.249	7.66e-06	0.25	0.688	110.133	303707	en
163	04xhIz4DiBGDECn7kIFodv	This World Is Sick	IC3PEAK	48	7H0xvzcQ375z1Pz39vaC4v	This World Is Sick	2018-04-18	< DARK TRAP >	19WuHd4MxWLzE1fpMmw4S4	rap	gangster rap	0.7959999999999999	0.7559999999999999	8	-2.244	1	0.0572	0.0059	0.006790000000000001	0.128	0.0292	120.01	112000	en
164	04XOESV0aVnKMlUU1NhIG1	Nevermore - Remastered 2011	Queen	35	0NouBnbXRJKFWzm9LwCW0K	Queen II (2011 Remaster)	1974-03-08	The Queen - La Discografia Completa	3E88dLx4fgFYY70gdGzdnB	rock	album rock	0.366	0.39799999999999996	5	-11.527000000000001	1	0.0367	0.873	2.8999999999999998e-06	0.13	0.18100000000000002	117.705	78667	en
165	04xWapbcBAgNWGHGdhcxoR	Certainly - Flipped It	Erykah Badu	1	0AdCd5aZbu62xuQTR1gLPe	Baduizm	1997-02-11	R&B 80's/90's/00's	2Ey63yNQeC9Yto7JwX9BGJ	r&b	new jack swing	0.754	0.361	10	-8.634	0	0.0493	0.0134	0.326	0.124	0.455	78.093	326040	en
166	04Z8OXrOr1dCPd741ucXLQ	Don't You Want Me	Jody Watley	16	2Fa9jKPOzCGh5Yw74wuSKE	20th Century Masters: The Millennium Collection: Best Of Jody Watley	2000-01-01	New Jack Swing	4nX6BscFtR1CozSCfv2cuR	r&b	new jack swing	0.873	0.767	9	-6.9579999999999975	0	0.039	0.0516	7.49e-06	0.0678	0.833	111.99799999999999	253160	en
167	04ZTP5KsCypmtCmQg5tH9R	I'm a Mess	Bebe Rexha	80	4TOkZvtqNpg5UHyGxCn0mS	Expectations	2018-06-22	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.63	0.6940000000000001	11	-6.2570000000000014	0	0.0253	0.00281	0.0	0.0719	0.21600000000000005	97.005	195519	en
168	050ud0e5cmIYjmXplDugVQ	Ready Set (feat. Big Sean)	Kash Doll	73	3p8Vf5t8GAAJ72a6AFCMam	Stacked	2019-10-18	RapCaviar	37i9dQZF1DX0XUsuxWHRQd	rap	hip hop	0.8490000000000001	0.62	4	-5.921	0	0.0589	0.00252	0.000283	0.113	0.48100000000000004	96.005	165375	en
169	05520pV0mf7miCgs08FB2f	Roll With Me (feat. Shungudzo) - Friend Within Remix	Bantu	34	6gnbp0uEFGaONrfs9XgaRE	Roll With Me (feat. Shungudzo) [Friend Within Remix]	2018-12-14	Fresh EDM | Progressive House | Electro House | Trap | Deep House | Electronic | Future House/Bass	0FCHg9zJMNNiOokh3hVcxd	edm	progressive electro house	0.68	0.9440000000000001	9	-4.518	1	0.0472	0.0435	0.0104	0.162	0.7	123.995	192613	en
170	0561ZV0uaJYEOPTa5jCiqg	Moved On	Redlight Blue	39	1oBiM4dk2qutNztPMVfa7b	Moved On	2019-12-16	The Edge of Indie Poptimism	5vIdb67lQcdFwoVkE4UMep	pop	indie poptimism	0.491	0.6729999999999999	4	-10.568	0	0.0287	0.18600000000000005	0.0	0.369	0.6809999999999999	88.139	167045	en
171	056uvAVDFOa7kv9idKPpf0	I See Your Smile	Gloria Estefan	34	5wkQo9u8qrKOdfGqoizWPo	Greatest Hits	1985	This Is Gloria Estefan	37i9dQZF1DXarsfY89zXC6	latin	latin pop	0.40299999999999997	0.457	9	-8.984	1	0.0272	0.237	0.0	0.185	0.231	79.187	274133	en
172	058LC5qOG4VDaa4scqYc6v	Motownphilly	Boyz II Men	1	0hizzarWYWhBfygpvfFOnt	Cooleyhighharmony - Expanded Edition	2009-01-01	New Jack City	6RLvj5OnEuPzI1P02KwnzK	r&b	new jack swing	0.7070000000000001	0.9420000000000001	2	-5.32	1	0.105	0.0057	1e-05	0.177	0.8320000000000001	114.17299999999999	235265	en
174	059seYDUmCUfv4KsB5Jc6H	Goodness Gracious - The Chainsmokers Extended Remix	Ellie Goulding	35	7uCdx03l28JtHn0e4ET1x7	Goodness Gracious	2014-01-01	Vocal House	5PCAWKfUWAUj8VeY8G7xRQ	edm	progressive electro house	0.569	0.855	1	-2.495	0	0.0379	0.0209	0.000393	0.128	0.239	127.979	259022	en
176	05CwHjIk71RXVU40boRMnR	Call You Mine	The Chainsmokers	39	1ONuDpN0a3zhCUyKCgtuzK	World War Joy	2019-05-31	Dance Pop	37i9dQZF1DWZQaaqNMbbXa	pop	dance pop	0.591	0.7020000000000001	7	-5.59	1	0.0289	0.225	0.0	0.414	0.501	104.00299999999999	217653	en
177	05dL7chWJaVjMJnGO1YCKk	Untouchable	Tritonal	53	3SDHTZyc0Bc84ePaIzchrd	Untouchable	2015-05-18	Happy EDM	3d2JFEbvcx7p2CHkBaQeMZ	edm	pop edm	0.542	0.795	7	-3.1310000000000002	1	0.0379	0.0664	2.89e-06	0.313	0.251	128.959	228837	en
179	05hXrqBkWkAdl4kG0iNksE	Feel Me (feat. Kanye West)	Tyga	0	3iWD9oq8nfhu3Jta42rzfu	B*tch I'm the Sh*t 2	2017-07-21	RAP Gangsta	1Z1gW89x4MSBjkvVjGg7DQ	rap	gangster rap	0.611	0.5710000000000001	1	-6.371	1	0.11900000000000001	0.0036200000000000004	0.0	0.902	0.175	142.162	199447	en
181	05JdgtCKkZ5CoOjM5KS4EG	Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix	NLE Choppa	77	58gXxUxvp38hNEXjplbw4m	Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) [Remix]	2019-12-06	RapCaviar	37i9dQZF1DX0XUsuxWHRQd	rap	hip hop	0.79	0.88	7	-1.983	1	0.376	0.324	0.0	0.0829	0.857	175.013	198694	en
182	05KCB1XhTrdEASLYqbESny	Nothin' But The Cavi Hit	Mack 10	35	61ZPe3vsBsjtOEluQZlpwD	Snoop Dogg Presents: The West Coast Blueprint	2010-02-23	90s Hiphop / Gangsta Rap	5yGuoOwRQF3o8NVRRlvCj7	rap	gangster rap	0.8370000000000001	0.784	1	-4.5760000000000005	0	0.159	0.0371	0.000407	0.0999	0.55	97.884	240813	en
